Price,Close,High,Low,Open,Volume,returns,return_squared,Regime_new,Regime_label
2014-12-29,8246.2998046875,8279.150390625,8214.7001953125,8214.7001953125,82100,0.005545050916857839,3.074758967054596e-05,0,Bull
2014-12-30,8248.25,8268.25,8220.5498046875,8260.2998046875,77700,0.00023646541975141835,5.5915894738214474e-08,1,Bear
2014-12-31,8282.7001953125,8291.0,8243.75,8243.900390625,84500,0.004167969146088031,1.737196680274179e-05,0,Bull
2015-01-02,8395.4501953125,8410.599609375,8288.7001953125,8288.7001953125,101900,0.013520889912634575,0.0001828144640295834,2,HighVol
2015-01-05,8378.400390625,8445.599609375,8363.900390625,8407.9501953125,118200,-0.0020329035926431203,4.132697016981306e-06,1,Bear
2015-01-06,8127.35009765625,8327.849609375,8111.35009765625,8325.2998046875,172800,-0.030422082918029548,0.0009255031290714653,2,HighVol
2015-01-07,8102.10009765625,8151.2001953125,8065.4501953125,8118.64990234375,164100,-0.0031116297926513815,9.68223996651568e-06,1,Bear
2015-01-08,8234.599609375,8243.5,8167.2998046875,8191.39990234375,143800,0.01622144246054657,0.0002631351955008231,2,HighVol
2015-01-09,8284.5,8303.2998046875,8190.7998046875,8285.4501953125,148000,0.006041557177687999,3.6500413131273386e-05,0,Bull
2015-01-12,8323.0,8332.599609375,8245.599609375,8291.349609375,103200,0.004636467736743234,2.1496833073860928e-05,0,Bull
2015-01-13,8299.400390625,8356.650390625,8267.900390625,8346.150390625,129600,-0.0028394966643650508,8.06274130694025e-06,1,Bear
2015-01-14,8277.5498046875,8326.4501953125,8236.650390625,8307.25,146100,-0.0026362628028638235,6.949881565763422e-06,1,Bear
2015-01-15,8494.150390625,8527.099609375,8380.5498046875,8424.5,232100,0.025830729950324278,0.0006672266097665797,2,HighVol
2015-01-16,8513.7998046875,8530.75,8452.25,8504.0498046875,176000,0.0023106162211340322,5.338947321367715e-06,0,Bull
2015-01-19,8550.7001953125,8570.9501953125,8531.5,8550.0498046875,125400,0.004324820315931695,1.8704070765095524e-05,0,Bull
2015-01-20,8695.599609375,8707.900390625,8574.5,8575.099609375,158700,0.01680393189462208,0.0002823721271190972,2,HighVol
2015-01-21,8729.5,8741.849609375,8689.599609375,8719.650390625,185900,0.003890988763950604,1.5139793561189849e-05,0,Bull
2015-01-22,8761.400390625,8774.150390625,8727.0,8745.849609375,175500,0.003647659672542357,1.3305421086691815e-05,0,Bull
2015-01-23,8835.599609375,8866.400390625,8795.400390625,8827.9501953125,191200,0.008433216854945564,7.111914652253795e-05,0,Bull
2015-01-27,8910.5,8925.0498046875,8825.4501953125,8871.349609375,192000,0.008441385660836975,7.125699187498408e-05,0,Bull
2015-01-28,8914.2998046875,8985.0498046875,8874.0498046875,8902.75,185100,0.0004263503418490414,1.8177461399479448e-07,1,Bear
2015-01-29,8952.349609375,8966.650390625,8861.25,8901.5,256300,0.0042593170470792705,1.8141781707540076e-05,0,Bull
2015-01-30,8808.900390625,8996.599609375,8775.099609375,8996.599609375,267300,-0.016153405638702815,0.0002609325137284759,2,HighVol
